steam_appid,name,steam_release_date,release_month,release_year,months_since_release,store_url,vndb_url,copies_sold,gamalytic_status,steam_review_count,steam_review_positive,steam_review_negative,steam_review_positive_rate,steam_review_score_desc,steam_review_status,review_heat_group,all_ages_status,is_all_ages,has_ero_any,sexual_content_basis,vndb_minage_values,vndb_has_ero_values,vndb_uncensored_values,sexual_content_conflict,expanded_source,in_steam_visual_novel_tag,vndb_ids,vndb_release_ids,vndb_rtypes,vndb_official,price_text,is_free,copies_sold_fetched_at
1205160,Decadent Thinking,2020-01-01,2020-01,2020,79.21,https://store.steampowered.com/app/1205160/,https://vndb.org/v27532,277,FOUND,12,9,3,0.75,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27532,r79683,complete,True,$14.99,False,2026-08-08T13:33:18.918902+00:00
1168470,千面 Melancholy Love,2020-01-02,2020-01,2020,79.18,https://store.steampowered.com/app/1168470/,https://vndb.org/v27565,26569,FOUND,2234,2114,120,0.946284691136974,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27565,r68714,complete,True,$4.99,False,2026-08-08T13:33:18.918902+00:00
1049100,泡沫冬景,2020-01-02,2020-01,2020,79.18,https://store.steampowered.com/app/1049100/,https://vndb.org/v24208,90198,FOUND,4505,4297,208,0.9538290788013318,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v24208,r81838,complete,True,$14.99,False,2026-08-08T13:33:18.918902+00:00
590800,Rainbow Dreams,2020-01-03,2020-01,2020,79.15,https://store.steampowered.com/app/590800/,https://vndb.org/v20128,118,FOUND,7,5,2,0.7142857142857143,7 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v20128,r51184,complete,True,$9.99,False,2026-08-08T13:33:18.918902+00:00
1130900,黎明霞光,2020-01-10,2020-01,2020,78.92,https://store.steampowered.com/app/1130900/,https://vndb.org/v27663,140,FOUND,11,7,4,0.6363636363636364,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27663,r68896,complete,True,$2.99,False,2026-08-08T13:33:18.918902+00:00
1216080,坦率的小红帽和爱说谎的狼,2020-01-13,2020-01,2020,78.82,https://store.steampowered.com/app/1216080/,https://vndb.org/v26215,76478,FOUND,1132,1112,20,0.9823321554770318,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v26215,r68929,complete,True,Free,True,2026-08-08T13:33:18.919413+00:00
1071350,Little One - A Visual Novel,2020-01-14,2020-01,2020,78.78,https://store.steampowered.com/app/1071350/,https://vndb.org/v24659,952,FOUND,28,21,7,0.75,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v24659,r68937,complete,True,$9.99,False,2026-08-08T13:33:18.919413+00:00
1217390,Some Some Convenience Store,2020-01-14,2020-01,2020,78.78,https://store.steampowered.com/app/1217390/,https://vndb.org/v27704,70930,FOUND,3101,2975,126,0.9593679458239278,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=15; has_ero=false,15,false,,False,ORIGINAL_INTERSECTION,True,v27704,r122970,complete,True,$14.99,False,2026-08-08T13:33:18.919413+00:00
1179100,Oppaidius Tropical Cruise!,2020-01-16,2020-01,2020,78.72,https://store.steampowered.com/app/1179100/,https://vndb.org/v26772,11169,FOUND,146,133,13,0.910958904109589,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v26772,r66996,complete,True,,False,2026-08-08T13:33:18.919413+00:00
1148930,Chuusotsu! 1.5th Graduation: The Moving Castle,2020-01-17,2020-01,2020,78.69,https://store.steampowered.com/app/1148930/,https://vndb.org/v21410,368,FOUND,23,22,1,0.9565217391304348,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v21410,r52277,complete,True,$9.99,False,2026-08-08T13:33:18.919413+00:00
1198630,Customer Cums First!,2020-01-17,2020-01,2020,78.69,https://store.steampowered.com/app/1198630/,https://vndb.org/v13956,1340,FOUND,34,23,11,0.6764705882352942,Mixed,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v13956,r68719;r86147,complete,True,,False,2026-08-08T13:33:18.919413+00:00
1215120,DeeperRed2028-WeAreEscape-,2020-01-17,2020-01,2020,78.69,https://store.steampowered.com/app/1215120/,https://vndb.org/v27703,140,FOUND,10,10,0,1.0,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27703,r68990,complete,True,$1.99,False,2026-08-08T13:33:18.919413+00:00
1215680,LVN Fake News - Adult Patch,2020-01-17,2020-01,2020,78.69,https://store.steampowered.com/app/1215680/,https://vndb.org/v24006,,NOT_FOUND,1,1,0,1.0,1 user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v24006,r68988,complete,True,,False,2026-08-08T13:33:18.919413+00:00
1118000,Revenant March,2020-01-17,2020-01,2020,78.69,https://store.steampowered.com/app/1118000/,https://vndb.org/v27702,518,FOUND,22,20,2,0.9090909090909091,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27702,r68989,complete,True,$4.99,False,2026-08-08T13:33:18.919413+00:00
1017880,The Dark Side,2020-01-20,2020-01,2020,78.59,https://store.steampowered.com/app/1017880/,https://vndb.org/v27644,286,FOUND,13,8,5,0.6153846153846154,Mixed,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=10; has_ero=false,10,false,,False,ORIGINAL_INTERSECTION,True,v27644,r68834,complete,True,$0.99,False,2026-08-08T13:33:18.919413+00:00
1193330,Together - A Wish No One Remembers,2020-01-20,2020-01,2020,78.59,https://store.steampowered.com/app/1193330/,https://vndb.org/v27735,165,FOUND,11,11,0,1.0,Positive,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=0; has_ero=false,0,false,,False,ORIGINAL_INTERSECTION,True,v27735,r69056;r74329,complete;trial,True,$1.99,False,2026-08-08T13:33:18.919413+00:00
1149550,Utawarerumono: Mask of Deception,2020-01-23,2020-01,2020,78.49,https://store.steampowered.com/app/1149550/,https://vndb.org/v7721,52299,FOUND,1377,1276,101,0.9266521423384169,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v7721,r68816,complete,True,$39.99,False,2026-08-08T13:33:18.919413+00:00
1151440,Utawarerumono: Mask of Truth,2020-01-23,2020-01,2020,78.49,https://store.steampowered.com/app/1151440/,https://vndb.org/v18717,35712,FOUND,1508,1453,55,0.963527851458886,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v18717,r68817,complete,True,$39.99,False,2026-08-08T13:33:18.919413+00:00
1123190,育种村,2020-01-24,2020-01,2020,78.46,https://store.steampowered.com/app/1123190/,https://vndb.org/v23154,3905,FOUND,87,62,25,0.7126436781609196,Mostly Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v23154,r69113,complete,True,,False,2026-08-08T13:33:18.919413+00:00
1180360,Two Love,2020-01-25,2020-01,2020,78.42,https://store.steampowered.com/app/1180360/,https://vndb.org/v27760,396,FOUND,11,10,1,0.9090909090909091,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27760,r69123,complete,True,Free,True,2026-08-08T13:33:18.919413+00:00
1165920,Lives so Sweet,2020-01-26,2020-01,2020,78.39,https://store.steampowered.com/app/1165920/,https://vndb.org/v26393,662,FOUND,20,14,6,0.7,Mostly Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v26393,r65652,complete,True,,False,2026-08-08T13:33:18.919413+00:00
914800,Coffee Talk,2020-01-29,2020-01,2020,78.29,https://store.steampowered.com/app/914800/,https://vndb.org/v23634,400135,FOUND,12500,11837,663,0.94696,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v23634,r69236,complete,True,-50%,False,2026-08-08T13:33:18.919413+00:00
2205000,Talk To Me,2020-01-29,2020-01,2020,78.29,https://store.steampowered.com/app/2205000/,https://vndb.org/v19449,,NOT_FOUND,0,0,0,,No user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=17; has_ero=true; uncensored=true,17,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v19449,r46391,complete,True,,False,2026-08-08T13:33:18.919413+00:00
1011190,SIMULACRA 2,2020-01-30,2020-01,2020,78.26,https://store.steampowered.com/app/1011190/,https://vndb.org/v57038,56838,FOUND,1686,1461,225,0.8665480427046264,Very Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=12; has_ero=false,12,false,,False,ORIGINAL_INTERSECTION,True,v57038,r137195,complete,True,$7.99,False,2026-08-08T13:33:18.919413+00:00
1087800,Arranged,2020-01-31,2020-01,2020,78.23,https://store.steampowered.com/app/1087800/,https://vndb.org/v27834,522,FOUND,17,14,3,0.8235294117647058,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27834,r69316,complete,True,$0.99,False,2026-08-08T13:33:18.919413+00:00
1106950,Furries & Scalies: Friendswood,2020-01-31,2020-01,2020,78.23,https://store.steampowered.com/app/1106950/,https://vndb.org/v27836,1,FOUND,1,1,0,1.0,1 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27836,r69318,complete,True,$9.99,False,2026-08-08T13:33:18.919413+00:00
942020,Grimm & Tonic: Aperitif,2020-01-31,2020-01,2020,78.23,https://store.steampowered.com/app/942020/,https://vndb.org/v23383,1170,FOUND,46,28,18,0.6086956521739131,Mixed,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=16; has_ero=false,16,false,,False,ORIGINAL_INTERSECTION,True,v23383,r59581,complete,True,-75%,False,2026-08-08T13:33:18.919413+00:00
1209330,Sakura Knight,2020-01-31,2020-01,2020,78.23,https://store.steampowered.com/app/1209330/,https://vndb.org/v27835,3973,FOUND,112,92,20,0.8214285714285714,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v27835,r69317,complete,True,,False,2026-08-08T13:33:18.919413+00:00
1139950,Two Weeks in Painland,2020-02-03,2020-02,2020,78.13,https://store.steampowered.com/app/1139950/,https://vndb.org/v27946,4690,FOUND,71,61,10,0.8591549295774648,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=16; has_ero=false,16,false,,False,ORIGINAL_INTERSECTION,True,v27946,r69599,complete,True,Free,True,2026-08-08T13:33:18.919413+00:00
1159660,Moe Era,2020-02-04,2020-02,2020,78.09,https://store.steampowered.com/app/1159660/,https://vndb.org/v26814,223698,FOUND,4818,4215,603,0.8748443337484434,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v26814,r67090,complete,True,Free,True,2026-08-08T13:33:18.919934+00:00
897220,Summer Pockets,2020-02-05,2020-02,2020,78.06,https://store.steampowered.com/app/897220/,https://vndb.org/v20424,99878,FOUND,4917,4847,70,0.9857636770388448,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v20424,r71942,complete,True,$44.99,False,2026-08-08T13:33:18.919934+00:00
1207210,The foreigner,2020-02-05,2020-02,2020,78.06,https://store.steampowered.com/app/1207210/,https://vndb.org/v27884,1140,FOUND,32,23,9,0.71875,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27884,r87672,complete,True,$0.99,False,2026-08-08T13:33:18.919934+00:00
1174940,Kill or Love,2020-02-07,2020-02,2020,78.0,https://store.steampowered.com/app/1174940/,https://vndb.org/v26356,138834,FOUND,2183,1946,237,0.891433806688044,Very Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=15; has_ero=false,15,false,,False,ORIGINAL_INTERSECTION,True,v26356,r65534,complete,True,Free,True,2026-08-08T13:33:18.919934+00:00
1224530,Naked News,2020-02-07,2020-02,2020,78.0,https://store.steampowered.com/app/1224530/,https://vndb.org/v29089,4879,FOUND,108,70,38,0.6481481481481481,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v29089,r74121,complete,True,$0.99,False,2026-08-08T13:33:18.919934+00:00
1189440,VenusBlood FRONTIER International,2020-02-07,2020-02,2020,78.0,https://store.steampowered.com/app/1189440/,https://vndb.org/v9409,25607,FOUND,826,774,52,0.937046004842615,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v9409,r84869,complete,True,$39.99,False,2026-08-08T13:33:18.919934+00:00
1209610,Virtually Real Life,2020-02-07,2020-02,2020,78.0,https://store.steampowered.com/app/1209610/,https://vndb.org/v27979,40,FOUND,3,2,1,0.6666666666666666,3 user reviews,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=12; has_ero=false,12,false,,False,ORIGINAL_INTERSECTION,True,v27979,r69684,complete,True,$3.99,False,2026-08-08T13:33:18.919934+00:00
1211650,Cirno's Perfect Summer Vacation,2020-02-10,2020-02,2020,77.9,https://store.steampowered.com/app/1211650/,https://vndb.org/v26730,8550,FOUND,95,82,13,0.8631578947368421,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=13; has_ero=false,13,false,,False,ORIGINAL_INTERSECTION,True,v26730,r66855,complete,True,Free,True,2026-08-08T13:33:18.919934+00:00
1232180,Sakuya Izayoi Gives You Advice And Dabs,2020-02-10,2020-02,2020,77.9,https://store.steampowered.com/app/1232180/,https://vndb.org/v27913,77050,FOUND,2412,2351,61,0.974709784411277,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27913,r123940,complete,True,$0.99,False,2026-08-08T13:33:18.919934+00:00
812590,Awakening of Celestial,2020-02-12,2020-02,2020,77.83,https://store.steampowered.com/app/812590/,https://vndb.org/v27929,33,FOUND,5,5,0,1.0,5 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27929,r69544,complete,True,$9.99,False,2026-08-08T13:33:18.919934+00:00
1118910,Sunflower,2020-02-12,2020-02,2020,77.83,https://store.steampowered.com/app/1118910/,https://vndb.org/v26172,192,FOUND,11,3,8,0.2727272727272727,Mostly Negative,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v26172,r65038,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1234030,ゴシックマーダー -運命を変えるアドベンチャー-,2020-02-12,2020-02,2020,77.83,https://store.steampowered.com/app/1234030/,https://vndb.org/v27932,1260,FOUND,33,27,6,0.8181818181818182,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27932,r69550,complete,True,$11.99,False,2026-08-08T13:33:18.919934+00:00
1082700,Dinosaur Shakespeare: To Date or Not To Date?,2020-02-13,2020-02,2020,77.8,https://store.steampowered.com/app/1082700/,https://vndb.org/v27939,96,FOUND,4,3,1,0.75,4 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27939,r69569,complete,True,$9.99,False,2026-08-08T13:33:18.919934+00:00
1228960,Harolds Harem: The Neckoning,2020-02-13,2020-02,2020,77.8,https://store.steampowered.com/app/1228960/,https://vndb.org/v30524,328,FOUND,17,17,0,1.0,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30524,r78122,complete,True,$3.99,False,2026-08-08T13:33:18.919934+00:00
1171270,TroubleDays,2020-02-13,2020-02,2020,77.8,https://store.steampowered.com/app/1171270/,https://vndb.org/v27751,51089,FOUND,996,904,92,0.9076305220883534,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v27751,r69108,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1247700,Witch College 2 - 18+ Patch,2020-02-13,2020-02,2020,77.8,https://store.steampowered.com/app/1247700/,https://vndb.org/v26858,,NOT_FOUND,3,2,1,0.6666666666666666,3 user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v26858,r69566,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1220710,Ace In Space,2020-02-14,2020-02,2020,77.77,https://store.steampowered.com/app/1220710/,https://vndb.org/v27943,1329,FOUND,45,40,5,0.8888888888888888,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27943,r69595,complete,True,$6.99,False,2026-08-08T13:33:18.919934+00:00
1041210,Mission: It's Complicated,2020-02-14,2020-02,2020,77.77,https://store.steampowered.com/app/1041210/,https://vndb.org/v30535,14245,FOUND,237,219,18,0.9240506329113924,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30535,r78173,complete,True,Free,True,2026-08-08T13:33:18.919934+00:00
1218760,Moe Moe World War II-3 Deluxe Edition 萌萌２次大戰（略）３豪華限定版,2020-02-14,2020-02,2020,77.77,https://store.steampowered.com/app/1218760/,https://vndb.org/v23492,118,FOUND,9,8,1,0.8888888888888888,9 user reviews,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=0; has_ero=false,0,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v23492,r69584,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1221890,SCP: One More Life,2020-02-14,2020-02,2020,77.77,https://store.steampowered.com/app/1221890/,https://vndb.org/v27944,546,FOUND,17,12,5,0.7058823529411765,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27944,r69596,complete,True,$3.99,False,2026-08-08T13:33:18.919934+00:00
1144400,Senren＊Banka,2020-02-14,2020-02,2020,77.77,https://store.steampowered.com/app/1144400/,https://vndb.org/v19073,1104424,FOUND,36670,36116,554,0.9848922825197709,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v19073,r52360,complete,True,$34.99,False,2026-08-08T13:33:18.919934+00:00
1167790,绝望监牢 / 絶望プリズン,2020-02-14,2020-02,2020,77.77,https://store.steampowered.com/app/1167790/,https://vndb.org/v43332,32497,FOUND,527,390,137,0.7400379506641366,Mostly Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=15; has_ero=false,15,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v43332,r105074,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1236480,King of Volleyball,2020-02-15,2020-02,2020,77.73,https://store.steampowered.com/app/1236480/,https://vndb.org/v27833,179,FOUND,12,6,6,0.5,Mixed,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,ORIGINAL_INTERSECTION,True,v27833,r69634,complete,True,$3.99,False,2026-08-08T13:33:18.919934+00:00
1202770,kirakira stars idol project AI,2020-02-16,2020-02,2020,77.7,https://store.steampowered.com/app/1202770/,https://vndb.org/v27959,2816,FOUND,82,70,12,0.8536585365853658,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27959,r69635,complete,True,$12.99,False,2026-08-08T13:33:18.919934+00:00
1232120,Aether Field,2020-02-17,2020-02,2020,77.67,https://store.steampowered.com/app/1232120/,https://vndb.org/v27970,783,FOUND,22,16,6,0.7272727272727273,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27970,r69648,complete,True,$3.99,False,2026-08-08T13:33:18.919934+00:00
1235950,Introvert,2020-02-17,2020-02,2020,77.67,https://store.steampowered.com/app/1235950/,https://vndb.org/v27971,195,FOUND,10,6,4,0.6,Mixed,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v27971,r69649,complete,True,,False,2026-08-08T13:33:18.919934+00:00
974910,Magical Diary: Wolf Hall,2020-02-17,2020-02,2020,77.67,https://store.steampowered.com/app/974910/,https://vndb.org/v24966,8405,FOUND,216,197,19,0.9120370370370371,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v24966,r61278,complete,True,$24.99,False,2026-08-08T13:33:18.919934+00:00
926340,Roman's Christmas / 罗曼圣诞探案集,2020-02-19,2020-02,2020,77.6,https://store.steampowered.com/app/926340/,https://vndb.org/v26897,27549,FOUND,1500,1439,61,0.9593333333333334,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v26897,r76436,complete,True,$10.99,False,2026-08-08T13:33:18.919934+00:00
1123510,Самозванец,2020-02-19,2020-02,2020,77.6,https://store.steampowered.com/app/1123510/,https://vndb.org/v27976,826,FOUND,25,15,10,0.6,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27976,r69676,complete,True,$3.99,False,2026-08-08T13:33:18.919934+00:00
944050,Sixth Night,2020-02-20,2020-02,2020,77.57,https://store.steampowered.com/app/944050/,https://vndb.org/v27975,1313,FOUND,49,46,3,0.9387755102040817,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v27975,r69675,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1213550,Devil's Kiss,2020-02-21,2020-02,2020,77.54,https://store.steampowered.com/app/1213550/,https://vndb.org/v27987,2966,FOUND,106,77,29,0.7264150943396226,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27987,r69731,complete,True,$1.99,False,2026-08-08T13:33:18.919934+00:00
1147760,The End of an Actress,2020-02-21,2020-02,2020,77.54,https://store.steampowered.com/app/1147760/,https://vndb.org/v24666,958,FOUND,35,30,5,0.8571428571428571,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,ORIGINAL_INTERSECTION,True,v24666,r60564,complete,True,$9.99,False,2026-08-08T13:33:18.919934+00:00
973550,Yuuki's Party Night,2020-02-21,2020-02,2020,77.54,https://store.steampowered.com/app/973550/,https://vndb.org/v27985,662,FOUND,20,13,7,0.65,Mixed,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v27985,r69725,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1223810,Full Service,2020-02-22,2020-02,2020,77.5,https://store.steampowered.com/app/1223810/,https://vndb.org/v20443,15675,FOUND,555,537,18,0.9675675675675676,Overwhelmingly Positive,FOUND,高热度（>198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v20443,r49559,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1730670,A Day in the Park,2020-02-23,2020-02,2020,77.47,https://store.steampowered.com/app/1730670/,https://vndb.org/v27928,200,FOUND,7,6,1,0.8571428571428571,7 user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v27928,r83485,complete,True,,False,2026-08-08T13:33:18.919934+00:00
980430,HOT FIT! Complete version,2020-02-24,2020-02,2020,77.44,https://store.steampowered.com/app/980430/,https://vndb.org/v20369,,NOT_FOUND,0,0,0,,No user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v20369,r69784,complete,True,,False,2026-08-08T13:33:18.919934+00:00
1244850,Witch College 2,2020-02-24,2020-02,2020,77.44,https://store.steampowered.com/app/1244850/,https://vndb.org/v26858,288,FOUND,16,10,6,0.625,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v26858,r69565,complete,True,$4.99,False,2026-08-08T13:33:18.919934+00:00
1174400,Togainu no Chi ~Lost Blood~,2020-02-25,2020-02,2020,77.4,https://store.steampowered.com/app/1174400/,https://vndb.org/v434,24894,FOUND,810,784,26,0.9679012345679012,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=17; has_ero=false,17,false,,False,ORIGINAL_INTERSECTION,True,v434,r69808;r69855,complete;trial,True,$19.99,False,2026-08-08T13:33:18.919934+00:00
1222060,千里の棋譜 ～現代将棋ミステリー～,2020-02-26,2020-02,2020,77.37,https://store.steampowered.com/app/1222060/,https://vndb.org/v26903,244,FOUND,13,12,1,0.9230769230769231,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v26903,r69070,complete,True,$29.99,False,2026-08-08T13:33:18.919934+00:00
1233270,OshiRabu: Waifus Over Husbandos,2020-02-27,2020-02,2020,77.34,https://store.steampowered.com/app/1233270/,https://vndb.org/v27236,74178,FOUND,3982,3390,592,0.8513309894525364,Very Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=0; has_ero=false,0,false,,False,ORIGINAL_INTERSECTION,True,v27236,r69530,complete,True,$19.99,False,2026-08-08T13:33:18.919934+00:00
1189850,鶴鄉戀旅,2020-02-27,2020-02,2020,77.34,https://store.steampowered.com/app/1189850/,https://vndb.org/v28039,12593,FOUND,193,190,3,0.9844559585492227,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v28039,r69897,complete,True,Free,True,2026-08-08T13:33:18.919934+00:00
1342290,Himeko Maid,2020-02-28,2020-02,2020,77.31,https://store.steampowered.com/app/1342290/,https://vndb.org/v28087,1027,FOUND,40,37,3,0.925,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v28087,r70066,complete,True,,False,2026-08-08T13:33:18.919934+00:00
